# ECDICT bc015ed2e24a7abef49fc6dbbb7fe32c1dadaf8b | sha256 1a6947e04785db63613a92e14903cdae7954f7e84860b10e68e5c7cbb3f9c3cf | pack bnc | entries 40470
embark	im'bɑ:k	vi. 乘船，着手，从事，上飞机vt. 使上船，使上飞机，使从事
communicator	kә'mju:nikeitә	n. 传播者，通信装置，列车内通话装置
cam	kæm	n. 凸轮，计算机辅助制造，中央地址存储器[计] 计算机辅助制造; 计算机辅助生产
primal	'praiml	a. 主要的，最初的，原始的
cervical	'sә:vikәl	a. 颈的，子宫颈的[医] 颈的
dept		n. 部，学部，学校，研究室，系，科室，部门，科，处，局，司，车间
bonanza	bәu'nænzә	n. 富矿带，带来好运的事物，幸运
created	kri: 'eitid	a. 创造的[电] 创造的，建立的
analogue	'ænәlɒg	n. 类似物，相似情况[医] 类似物，同型物，相似器官，同功异质体
industrialisation	ɪndʌstrɪəlaɪzeɪ'ʃən	n. 工业化
episcopal	i'piskәpәl	a. 主教的，主教制度的，英国国教的
liturgy	'litәdʒi	n. 礼拜仪式，祷告文，圣餐仪式
xv		n. 罗马数字之十五；十五人组成的球队
planetary	'plænitri	a. 行星的，流浪的，迁移不定的，地球上的，现世的
agrarian	ә'grєәriәn	a. 土地的，耕地的[法] 土地的，土地所有制的
mocking	'mɔkiŋ	a. 嘲弄的
mao	maj	[医] 单胺氧化酶，一元胺氧化酶
leyland		n. (Leyland)人名；（英、法）莱兰
bingham		宾汉（姓氏）
pep	pep	n. 活力，气力，劲头，锐气vt. 鼓起精神，激励，使充满活力
griffin	'^rifin	n. 新手，未经世故的人
floyd	flɒid	n. 弗洛伊德
alkaline	'ælkәlain	a. 碱的，碱性的[化] 碱的; 强碱的
quebec	kwi'bek	n. 魁北克（加拿大港市省名）
observatory	әb'zә:vәtәri	n. 天文台，气象台，了望台
horton		n. 荷顿奇遇记（美国喜剧动画电影名）
stallion	'stæljәn	n. 种马
monoxide	mɒ'nɒksaid	n. 一氧化物[医] 一氧化物
imaging	i'mædʒiŋ	[计] 成象[化] 成像
casey	'keisi	n. 凯西（男子名）
sheikh	ʃeik, ʃi:k	n. 酋长，王子，村长，族长，教长，导师，有威信的丈夫
rye	rai	n. 黑麦，吉卜赛绅士[医] 黑麦
madge	mædʒ	n. 马奇（女子名）
rudder	'rʌdә	n. 舵，方向舵，指导原则
relapse	ri'læps	n. 回复，故态复萌，复发vi. 故态复萌，再陷邪道，再度堕落
wilton	'wiltәn	n. 威尔顿机织绒头地毯
londonderry	,lʌndәn'deri	伦敦德里（英国港市）
quaker	'kweikә	n. 贵格会教徒
contravention	.kɒntrә'venʃәn	n. 违反，违背，矛盾[法] 违反，触犯，抵触
lizzie	'lizi	n. 莉齐（女子名）
intelligentsia	in.teli'dʒetsiә	n. 知识界
empress	'empris	n. 皇后，女皇
frankenstein	'fræŋkәnstain	n. 自己所创造而无法控制的事物，人形的怪物，作法自毙者
scowl	skaul	n. 愁容，阴沉脸色vi. 皱眉，绷着脸vt. 怒视
subset	'sʌbset	n. 子集[计] 子集; 子设备
normative	'nɒ:mәtiv	a. 合乎规范的，标准的，规范的[法] 标准的，规范的，合乎规范的
poly		n. 理工学院，工艺高等专科学校[化] 聚尿苷酸
healey		n. (Healey)人名；（英）希利
bolivia	bә'liviә	n. 玻利维亚
chemotherapy	.kemәu'θerәpi	n. 化学疗法[化] 化学疗法
irwin	'ә:win	n. 欧文（男子名，姓氏）
vladimir	vlɑ'dimɪr	n. 弗拉基米尔（古罗斯弗拉基米尔-苏兹达里公国的古都）
skier	'ski:ә	n. 滑雪的人
keating		n. 基廷（姓氏，男子名）
finch	fintʃ	n. 雀科鸣鸟
pickering	'pikәriŋ	皮克林（姓氏）
abbott	'æbət	n. 阿尔伯特（人名）；雅培（公司名）
sammy	'sæmi	n. [俚]美国兵；[俚]傻瓜；萨米（女子名）；塞米（男子名）
schmidt		n. 施密特（姓氏）
harem	'herәm	n. 闺房，（闺房里的）妻妾
transformer	træns'fɒ:mә	n. 变压器，促使变化的人[化] 变压器
elsie		n. 埃尔希（女子名）
stroud	strajd	n. 粗呢衣服，粗呢毯子
rhino	'rainәu	n. 钱，现金，犀牛
ursula	'ә:sjulә	n. 厄休拉（女子名）
whitehouse		n. 怀特豪斯（人名）怀特豪斯（地名）
penelope	pi'nelәpi, pә-	n. 佩内洛普（女子名）；[希神]Odysseus的忠实妻子
helpline	ˈhelplaɪn	n. 热线服务电话
corrosion	kә'rәuʒәn	n. 腐蚀，侵蚀，腐蚀产生的物质，铁锈，锈[计] 腐蚀
replication	.repli'keiʃәn	n. 回答，反响，复制，第二次答辩，折转，弯回[化] 复制
premiership	'premjәʃip;pri'miә-,'pri:m-	n. 总理职位，首相职权，首相职位，总理职权[法] 总理职位
skye	skai	n. 匐犬（一种猎狐犬）；斯凯岛（苏格兰西部的岛）
perceptual	pә'septʃuәl	a. 知觉的，有知觉的
electromagnetic	ilektrәj'mæ^nitik	a. 电磁的，由电磁石产生的[电] 电磁的
clove	klәuv	n. 丁香cleave的过去式
adaptive	ә'dæptiv	a. 适应的，能适应的
judaism	'dʒu:diizm	n. 犹太教，犹太文明，犹太教信仰
acidity	ә'siditi	n. 酸性[化] 酸度; 酸性; 酸性反应
twickenham		n. 特威克纳姆 （英国国会选区）
roberto		n. 罗伯托（人名）
hooper	'hu:pә	n. 桶匠
ecumenical	,i:kju(:)'menikәl	a. 一般的，普遍的，全基督教的，泛基督教主义的
nationalisation	,næʃәnәlai'zeiʃәn; -li'z-	n. 国有化，国营
ethiopian	.i:θi'әupiәn	a. 埃塞俄比亚的n. 埃塞俄比亚人
mystic	'mistik	a. 神秘的，奥秘的n. 神秘主义者
platoon	plә'tu:n	n. 排，一组，一群人
kyle	kail	n. （苏）狭海峡，海峡
aggregation	ægri'geiʃәn	n. 集合，聚合，集合体[化] 聚集; 聚集作用
abstention	әb'stenʃәn	n. 戒绝，回避，弃权
galileo	.gæli'leiәu	n. 伽利略
octave	'ɔkteiv, -tiv	n. 八音度，低八度音，高八度音[电] 八音度
specialization	.speʃәlai'zeiʃәn	n. 专业化，特殊化，专门化[经] 特殊化，专门化
malawi	mә'lɑ:wi	n. 马拉维
nairobi	nai'rәubi	n. 内罗比
daly	'deili	abbr. Disability Adjusted of Life Years, 伤残调整生命年
belgrade	.bel'greid	n. 贝尔格莱德
morphology	mɒ:'fɒlәdʒi	n. 形态学，词法，形态[医] 形态学
sadler		n. (Sadler)人名；（德）扎德勒；（英）萨德勒
methane	'meθein	n. 甲烷，沼气[化] 甲烷; 沼气
rica		n. 黎加（人名）
modernization	.mɒdәnai'zeiʃәn	n. 现代化
fuselage	'fju:zilɑ:dʒ	n. 机身
arterial	ɑ:'tiәriәl	a. 动脉的，脉络状的，干线的[医] 动脉的
subsidence	sәb'saidәns	n. 沉淀，下沉，陷没
quartz	kwɒ:ts	n. 石英[化] 石英
phonetic	fәu'netik	a. 语音的，语音学的，表示语音的，语音差异的[医] 语音的
sylvester	sil'vestә(r)	n. 西尔威斯特（亦作Silvester）(m.)
afghan	'æfgæn	a. 阿富汗的，阿富汗人的n. 阿富汗人，阿富汗语，阿富汗毛毯
randolph	'rændɔlf	n. 伦道夫（男子名）
pringle		n. 普林格尔（姓氏）
manuel	'mænjuel	n. 曼纽尔（男子名）；曼努埃尔二世（拜占庭皇帝约翰五世的次子）
lilley		n. (Lilley)人名；（英）利利
hirst	hә:st	一小块贫脊无收的土地
orchestral	ɒ:'kestrәl	a. 管弦乐队的
nolan	'nәulәn	n. 诺兰（男子名）
coopers	'kuːpə	n. 桶匠，制桶工人，修桶工vt. 制造（桶）；修理（桶）vi. 干桶匠的活，箍桶；修桶
pastel	pæ'stel	n. 粉蜡笔，粉蜡笔画，随笔a. 彩色蜡笔的，蜡笔画的，柔和的，纤弱的
hearer	'hiәrә	n. 听者，听众
harrier	'hæriә(r)	n. 越野赛马者，抢劫者，蹂躏者
discursive	dis'kә:siv	a. 离题的，东拉西扯的
gwen	^wen	n. 格温（女子名，Gwendolyn或Guenevere 的昵称）
herefordshire	'herәfәdʃiә	n. 赫里福郡
georgina	dʒɔ:'dʒi:nә	n. 乔治娜（Georgia的昵称）(f.)
highlander	'hailәndә	n. 高地人，苏格兰高地人
brownie	'brauni	n. 界仁巧克力饼
dss		[计] 数据转换系统，诊断仿真系统，动态支撑系统，动态系统综合程序[化] 4,4-二甲基-4-硅代戊磺酸钠
prescott	'preskәt	n. 普莱斯考特（男子名，姓氏）
ombudsman	'ɒmbudzmæn	n. （专查官员舞弊的）调查官[法] 调查专员，监察专员，司法专员
muhammad		n. 穆罕默德
sentencing		[法] 判决，宣判
rushdie		拉什迪
grampian	'^ræmpiәn	格兰扁区[英国苏格兰行政区名]
gm		通用汽车公司，总经理，导弹[经] 通用汽车公司
laity	'leiәti	n. 俗人，外行[医] 外行[人]
micky	'miki	n. 精神；骄气
laing		n. 莱恩（姓氏）
giovanni	dʒo'vanni	n. 乔瓦尼（人名）
decimal	'desimәl	a. 十进位的，小数的n. 十进制，小数[计] 十进制，小数点
lorna	'lɔ:nә	n. 洛纳（女子名）
golding		戈尔丁（人名）
anorexia	.ænә'reksiә	n. 食欲缺乏，厌食[医] 食欲缺乏，厌食
trident	'traidnt	n. 三齿鱼叉，三叉戟，三叉线a. 三叉的，三齿的
latvia	'lætviә	n. 拉脱维亚
ottoman	'ɔtәmәn	a. 土耳其人的；土耳其民族的；土耳其帝国的（等于Turkish）
mona	'mәjnә,'mɔ:nɑ:	n. [动]白腹长尾猴；莫娜（女子名）
nellie	'neli	n. 内莉（女子名，等于Nelly或Nell）
aylesbury	'eilzbәri	爱斯勃雷鸭
sonnet	'sɒnit	n. 十四行诗
jarvis	'dʒɑ:vis	n. 贾维斯(m.)
marianne	,meәri'æn, mɑ:'rjɑ:n	n. 玛丽安（法兰西共和国或其政府的绰号，因以女性为其化身，故名）
contiguous	kәn'tigjuәs	a. 邻近的，接近的[医] 接触的
industrialization	in,dʌstriәlai'zeiʃn	n. 工业化，产业化[经] 工业化
liquidator	'likwideitә	n. 清算人[经] 清算人
hewitt		n. 翰威特（公司名）；休伊特（姓氏）
ecu		abbr. 欧洲货币单位（European Currency Unit）
hydrocarbon	.haidrәu'kɑ:bәn	n. 碳氢化合物[化] 烃; 碳氢化合物
capt		abbr. 船长（caption）；佳能先进打印技术（Canon Advanced Printing Technology）
kidnapper		n. 拐子，绑架者[法] 诱拐者，拐骗犯，绑架者
industrialized	in'dʌstriәlaizd	a. 工业化的
mclean		n. 麦克林（姓氏）；麦克莱恩市（位于美国弗吉尼亚州）n. (McLean)人名；（英）麦克莱恩
equivalence	i'kwivәlәns	n. 同等，等价，等值[计] 等价
horne		霍恩（人名）
fiji	fi:'dʒi:, 'fi:dʒi:	n. 斐济（西太平洋）, 斐济语，斐济人
vaginal	vә'dʒainl	a. 鞘的，似叶鞘的，阴道的[医] 鞘的; 阴道的; 睾丸鞘膜的
systemic	si'stemik	a. 系统的，体系的，全身的[医] 系统的，全身的
adjudication	ә.dʒu:di'keiʃәn	n. 判决，裁定，宣告[经] 判决，裁决
rembrandt	'rembrænt	伦布兰特（van Rijn [Ryn], 1609-1669, 荷兰画家）
bucharest	'bju:kә'rest	n. 布加勒斯特（罗马尼亚首都）
reunification	,ri:ju:nifi'keiʃәn,ri:,ju:-	n. 使重新统一，使重新团结
robins	'rәubinz, 'rɔbinz	n. 罗宾斯（姓氏）
oceanic	.әuʃi'ænik	a. 海洋的，产于海洋的，在海洋中生活的，广阔的
zoe	'zәui	n. 生命
garrett	'^ærәt	n. 加勒特（男子名）
mink	miŋk	n. 貂，貂皮衣
gaily	'geili	adv. 华丽地，欢乐地
causation	kɒ:'zeiʃәn	n. 因果关系，原因[法] 因果律，原因作用，因果关系
uncertainly		adv. 没把握地；犹豫地；不确定地
interdisciplinary	,intә(:)'disiplinәri	[计] 学科间的
berger	'bә:dʒә	伯杰（姓氏）
haynes	heinz	n. 海恩斯（姓氏）
stefan		n. 斯蒂芬（男子名）
johnstone		n. (Johnstone)人名；（英、葡）约翰斯通
antarctica	ænt'ɑ:ktikә	n. 南极洲
apr		[计] 替换通路再试器
napier	'neipiә	纳皮尔[新西兰北岛东岸港市] , grass [植]紫狼尾草，象草
abdul		n. 阿卜杜勒（人名）
jessie	'dʒesi	n. 杰西（女子名）
skinhead	'skinhed	n. 理光头的男人
theo		abbr. 理论上的（theory）
samantha	sə'mænθə	n. 萨曼莎（女子名）
multilateral	.mʌlti'lætәrәl	a. 多边的，多国的[经] 多边的，涉及多方的
klaus	klaus	n. 克劳斯（男子名）
psychoanalytic	'psaikәj,ænә'litik	a. 精神分析的[医] 精神分析的
healthcare	'helθkεә	n. 医疗保健；卫生保健；健康护理，健康服务
landfill	'lændfil	n. 垃圾堆；垃圾填埋地
hodge	hɔdʒ	n. 霍奇（男子名，等于Roger）
eisenhower	'aizәn.hauә	n. 艾森豪威尔
luis		n. 路易斯（人名）
craven	'kreivәn	n. 懦夫，怯懦者，胆小鬼a. 怯懦的，畏缩的，胆小的
gates		n. 大门；关口（gate的复数形式）
clwyd	'klu:id	克卢伊达郡[英国威尔士郡名]
connie	'kɔni	n. 康妮（女子名，Constance的昵称）
spitfire	'spitfaiә	n. 烈性子的人，喷火的东西
calorie	'kælәri	n. 卡路里（热量单位）
farnham		n. (Farnham)人名；（英）法纳姆
edna	'ednә	[化] 二硝基乙胺
constipation	.kɒnsti'peiʃәn	n. 便秘，秘结[医] 便秘
somerville	'sʌmәvil	萨默维尔[美国马萨诸塞州东部城市]
postscript	'pәustskript	n. 附言[计] PostScript页面描述语言
dora	'dɔ:rә	abbr. 运筹学与分析局（Directorate of Operational and Analysis）
louisa	lu(:)'i:zә	n. 路易莎（人名）
es		[化] 电子能谱; 电子能谱学; 专家系统[医] 低于模糊意识（低于下意识）
cobalt	'kәubɒ:lt	n. 钴，钴类颜料[化] 钴Co
conveyance	kәn'veiәns	n. 运输，运输工具，财产转让[经] 运输工具，转让证书，财产的转让
morphological	,mɔ:fә'lɔdʒikәl	a. 形态的，形态学的，词法的[计] 词法的
qualifier	'kwɒlifaiә	n. 取得资格的人，限定语[计] 限定词
lockerbie		洛克比
multiplier	'mʌltiplaiә	n. 增殖者，倍加器，乘数[计] 乘数; 乘法器
extradition	.ekstrә'diʃәn	n. 引渡逃犯，亡命者送还本国[法] 引渡
wang		n. 王（姓氏）；王安电脑公司
saatchi		n. (Saatchi)人名；（英）萨奇
biotechnology	.baiәutek'nɔlәdʒi	n. 生物工艺学；生物技术
alkali	'ælkәlai	n. 碱a. 碱性的
tyson		n. 泰森（姓氏）
recoverable	ri'kʌvәrәbl	a. 可回复的，可痊愈的，可收回的[经] 可收回的，可补偿的
yorks		n. 约克斯集团
patel		n. 帕特尔（姓氏）
incontinence	in'kɒntinәns	n. 无节制，荒淫，失禁[医] 失禁，无节制
courtney		n. 考特尼（女子名）
aunty	'ɑ:nti	n. 阿姨，姨妈，舅妈，姑妈，伯母
cirencester		n. (Cirencester)人名；（英）赛伦塞斯特
harmonic	hɑ:'mɒnik	a. 和谐的，音乐般的，和声的n. 泛音，谐波
juniper	'dʒu:nipә	n. 杜松属[医] 杜松[实]
coinage	'kɒinidʒ	n. 造币[经] 造币，货币制度
syphilis	'sifilis	n. 梅毒[医] 梅毒
seoul	sәul	n. 汉城
crackdown	'krækdaun	n. 制裁，镇压，痛击
nationalized		a. 国有化的；国营的；国有的
kendall	'kendl	[计] 肯德尔
helens	'helən	n. = Helen of Troy
ap		[计] 应付款，美国专利，应用程序，运算处理器，阵列处理器，汇编程序自动程序设计
seismic	'saizmik	a. 地震的
kurd	kuәd	n. 库尔德人
persia	'pә:ʒә	n. 波斯
gaza	'^ɑ:zә	n. 加沙（地中海岸港市）
truman	'tru:mәn	n. 杜鲁门（男子名）
bolshevik	'bɒlʃivik	n. 布尔什维克，激进分子
dell	del	n. 小谷，小溪谷[医] 小凹，浅窝
chen		n. 陈
prentice	'prentis	n. 学徒，初学者a. 徒弟的，无经验的，不熟练的vt. 使做学徒
estonia	es'tәuniә	n. 爱沙尼亚
windsurfing	'wind.sә:fiŋ	n. [体]帆板运动
mowbray		莫布雷（人名）
underclass	'ʌndәklæs	n. 低年级学生
logging	'lɒgiŋ	n. （木材）采运作业，（事物状况的）记录[经] 测井
surety	'ʃuәti	n. 保证人，保证，担保[法] 保证人，担保人，保证
elisabeth	i'lizәbәθ	n. 伊丽莎白
hatton		n. (Hatton)人名；（英）哈顿；（法）阿东
blankly	'blæŋkli	adv. 茫然地，毫无表情地
millwall		n. 米尔沃尔足球俱乐部
guatemala	.gwɑ:tә'mɑ:lә	n. 危地马拉
constantinople	,kɔnstænti'nәupl	n. 君士坦丁堡
reprocessing	'ri:'prәusesiŋ	[化] 再处理; 再加工
kitty	'kiti	n. 小猫，全部赌注
brentford		n. (Brentford)人名；（英）布伦特福德
presupposition	.pri:sʌpә'ziʃәn	n. 预想，假定，预先推测
barney	'bɑ:ni	n. [口]大吵大闹；拉曳器
tara	tә'rɑ:	int. [口]再会！
melodic	mә'lɒdik	a. 有旋律的，旋律美妙的
geographer	dʒi'ɒgrәfә	n. 地理学者
weathering	'weðәriŋ	n. 泻水坡，风化[化] 天然时效
tiller	'tilә	n. 耕种者，分蘖vi. 分蘖
paramilitary	.pærә'militәri	a. 辅助军事的
decentralization	di:,sentrәlai'zeiʃәn	n. 分散，权力分散，权力下放[经] 分散化，分权化，疏散
mcc		[计] 主通信中心，维护控制中心，多信道通信中心
fairway	'fєәwei	n. 航路
ecosystem	'i:kәu.sistәm	n. 生态系统[医] 生态系
cunt	kʌnt	n. [俚]女性阴部；性交；淫妇
glc		[化] 气液色谱法
underwriting	'ʌndә.raitiŋ	n. 保险业[经] （海上）保险业，证券包销
underwriter	'ʌndә.raitә	n. 保险业者，证券包销者[法] 承保人，保险人，保险商
isotope	'aisәutәup	n. 同位素[化] 同位素
whitaker	'hwitәkә(r)	n. 惠特克（姓氏）
albanian	æl'beinjәn	n. 阿尔巴尼亚人
salzburg	'sæltsbә:^	萨尔茨保（奥地利城市）
whaling	'(h)weiliŋ	n. 捕鲸
yemen	'jemәn	n. 也门
sherman	'ʃә:mәn	n. 谢尔曼（男子名）
eradication	i,rædi'keiʃәn	n. 连根拔除，歼灭，消灭，根除，使断根[医] 根除，扑灭，消灭
wilcox	'wilkɔks	n. 威尔科特斯（姓氏）
actuary	'æktjuәri	n. 保险计算员[医] 保险统计员
goldberg	'^әjldb\\\\:^	n. [俚]犹太老板（尤指在黑人聚居区开店或雇用黑人的）
grimace	gri'meis	n. 鬼脸，怪相vi. 扮鬼脸，作怪相
ethnicity	eθ'nisәti	n. 种族划分
computational	.kɒmpju'teiʃәnәl	a. 计算的
lima	'li:mә	n. 利马（秘鲁首都）
gummer	'^ʌmә	除粉器
ella	'elә	n. 艾拉（女子名）
clinician	kli'niʃәn	[医] 临床医师，临证医师
rspb		abbr. （英国）皇家鸟类保护协会（Royal Society for the Protection of Birds）
richie		n. 里奇（男子名）
glastonbury		n. 格拉斯顿堡（位于英国英格兰西南）；摇滚世代（电影名）；英国格拉斯顿伯里音乐节
cyclic	'saiklik	a. 周期的，轮转的，循环的，轮列的，轮卷的，环状的，环的，组诗的，始末的[计] 循环的，周期的
shaman	'ʃæmәn	n. 萨满教巫医[法] 巫师
incubation	.inkju'beiʃәn	n. 抱蛋，孵化，酝酿[医] 孵育，孵化，潜伏，宿庙求梦（古希腊）
asymmetry	æ'simitri	n. 不匀称，不对称[医] 不对称，偏位
emulation	.emju'leiʃәn	n. 效法，竞争[计] 仿真
clarinet	klæri'net	n. 竖笛，单簧管，黑管
archdeacon	.ɑ:tʃ'di:kәn	n. 领班神父，（英国国教会）会吏总
pleat	pli:t	n. 褶，褶状物vt. 打褶，把……编成辫
committal	kә'mitәl	n. 委托，交押，承担义务，犯罪[经] 评论
olivia	'ɔliviә	n. 奥利维亚（女子名）
chiswick		奇斯威克（地名）
batting	'bætiŋ	n. 击球，球棒的使用，棉絮[机] 棉胎
itn		abbr. 独立电视新闻公司（Independent Television News）
